,0,1,2
306,0.0005308872787281871,2236   ,百達-KY      
307,0.0005308872787281871,22361  ,百達一KY     
308,0.0005308872787281871,2237   ,華德動能     
309,0.0005308872787281871,2239   ,英利-KY      
310,0.0005308872787281871,22391  ,英利一KY     
311,0.0005308872787281871,22392  ,英利二KY     
312,0.0005308872787281871,2243   ,宏旭-KY      
313,0.0005308872787281871,22431  ,宏旭一KY     
314,0.0005308872787281871,2245   ,詠勝昌       
315,0.0005308872787281871,2246   ,凱勝綠能     
316,0.0005308872787281871,2247   ,汎德永業     
317,0.0005308872787281871,2248   ,華勝-KY      
318,0.0005308872787281871,2249   ,湧盛         
319,0.0005308872787281871,2302   ,麗正         
320,0.0005308872787281871,2303   ,聯電         
321,0.0005308872787281871,2305   ,全友         
322,0.0005308872787281871,2308   ,台達電       
323,0.0005308872787281871,2312   ,金寶         
324,0.0005308872787281871,2313   ,華通         
325,0.0005308872787281871,2314   ,台揚         
326,0.0005308872787281871,2316   ,楠梓電       
327,0.0005308872787281871,2317   ,鴻海         
328,0.0005308872787281871,2321   ,東訊         
329,0.0005308872787281871,2323   ,中環         
330,0.0005308872787281871,2324   ,仁寶         
331,0.0005308872787281871,2327   ,國巨         
332,0.0005308872787281871,2328   ,廣宇         
333,0.0005308872787281871,2329   ,華泰         
334,0.0005308872787281871,2330   ,台積電       
335,0.0005308872787281871,2331   ,精英         
336,0.0005308872787281871,2332   ,友訊         
337,0.0005308872787281871,233201 ,友訊E1       
338,0.0005308872787281871,2337   ,旺宏         
339,0.0005308872787281871,2338   ,光罩         
340,0.0005308872787281871,2340   ,光磊         
341,0.0005308872787281871,2342   ,茂矽         
342,0.0005308872787281871,2344   ,華邦電       
343,0.0005308872787281871,2345   ,智邦         
344,0.0005308872787281871,2347   ,聯強         
345,0.0005308872787281871,2348   ,海悅         
346,0.0005308872787281871,23481  ,海悅一       
347,0.0005308872787281871,2351   ,順德         
348,0.0005308872787281871,2352   ,佳世達       
349,0.0005308872787281871,2353   ,宏碁         
350,0.0005308872787281871,2354   ,鴻準         
351,0.0005308872787281871,2355   ,敬鵬         
352,0.0005308872787281871,2356   ,英業達       
353,0.0005308872787281871,2358   ,廷鑫         
354,0.0005308872787281871,2359   ,所羅門       
355,0.0005308872787281871,2360   ,致茂         
356,0.0005308872787281871,2362   ,藍天         
357,0.0005308872787281871,2363   ,矽統         
358,0.0005308872787281871,2364   ,倫飛         
359,0.0005308872787281871,2365   ,昆盈         
360,0.0005308872787281871,2367   ,燿華         
361,0.0005308872787281871,2369   ,菱生         
362,0.0005308872787281871,2371   ,大同         
363,0.0005308872787281871,2373   ,震旦行       
364,0.0005308872787281871,2374   ,佳能         
365,0.0005308872787281871,2375   ,凱美         
366,0.0005308872787281871,2376   ,技嘉         
367,0.0005308872787281871,2377   ,微星         
368,0.0005308872787281871,2379   ,瑞昱         
369,0.0005308872787281871,2382   ,廣達         
370,0.0005308872787281871,2383   ,台光電       
371,0.0005308872787281871,23834  ,台光電四     
372,0.0005308872787281871,2385   ,群光         
373,0.0005308872787281871,2387   ,精元         
374,0.0005308872787281871,2388   ,威盛         
375,0.0005308872787281871,2390   ,云辰         
376,0.0005308872787281871,2392   ,正崴         
377,0.0005308872787281871,2393   ,億光         
378,0.0005308872787281871,23936  ,億光六       
379,0.0005308872787281871,2395   ,研華         
380,0.0005308872787281871,2397   ,友通         
381,0.0005308872787281871,2399   ,映泰         
382,0.0005308872787281871,2402   ,毅嘉         
383,0.0005308872787281871,2404   ,漢唐         
384,0.0005308872787281871,2405   ,浩鑫         
385,0.0005308872787281871,2406   ,國碩         
386,0.0005308872787281871,24064  ,國碩四       
387,0.0005308872787281871,2408   ,南亞科       
388,0.0005308872787281871,2409   ,友達         
389,0.0005308872787281871,2412   ,中華電       
390,0.0005308872787281871,2413   ,環科         
391,0.0005308872787281871,2414   ,精技         
392,0.0005308872787281871,2415   ,錩新         
393,0.0005308872787281871,2417   ,圓剛         
394,0.0005308872787281871,2419   ,仲琦         
395,0.0005308872787281871,2423   ,固緯         
396,0.0005308872787281871,2424   ,隴華         
397,0.0005308872787281871,2425   ,承啟         
398,0.0005308872787281871,2426   ,鼎元         
399,0.0005308872787281871,2427   ,三商電       
400,0.0005308872787281871,2428   ,興勤         
401,0.0005308872787281871,2429   ,銘旺科       
402,0.0005308872787281871,2430   ,燦坤         
403,0.0005308872787281871,2433   ,互盛電       
404,0.0005308872787281871,2434   ,統懋         
405,0.0005308872787281871,2436   ,偉詮電       
406,0.0005308872787281871,2438   ,翔耀         
407,0.0005308872787281871,2440   ,太空梭       
408,0.0005308872787281871,2441   ,超豐         
409,0.0005308872787281871,2442   ,新美齊       
410,0.0005308872787281871,2443   ,億麗         
411,0.0005308872787281871,2444   ,兆勁         
412,0.0005308872787281871,2448   ,晶電         
413,0.0005308872787281871,2449   ,京元電子     
414,0.0005308872787281871,2450   ,神腦         
415,0.0005308872787281871,2451   ,創見         
416,0.0005308872787281871,2453   ,凌群         
417,0.0005308872787281871,2454   ,聯發科       
418,0.0005308872787281871,2455   ,全新         
419,0.0005308872787281871,2456   ,奇力新       
420,0.0005308872787281871,24564  ,奇力新四     
421,0.0005308872787281871,24565  ,奇力新五     
422,0.0005308872787281871,24566  ,奇力新六     
423,0.0005308872787281871,2458   ,義隆         
424,0.0005308872787281871,2459   ,敦吉         
425,0.0005308872787281871,2460   ,建通         
426,0.0005308872787281871,2461   ,光群雷       
427,0.0005308872787281871,2462   ,良得電       
428,0.0005308872787281871,2464   ,盟立         
429,0.0005308872787281871,2465   ,麗臺         
430,0.0005308872787281871,2466   ,冠西電       
431,0.0005308872787281871,24663  ,冠西電三     
432,0.0005308872787281871,2467   ,志聖         
433,0.0005308872787281871,2468   ,華經         
434,0.0005308872787281871,2471   ,資通         
435,0.0005308872787281871,2472   ,立隆電       
436,0.0005308872787281871,24723  ,立隆電三     
437,0.0005308872787281871,2474   ,可成         
438,0.0005308872787281871,2475   ,華映         
439,0.0005308872787281871,2476   ,鉅祥         
440,0.0005308872787281871,2477   ,美隆電       
441,0.0005308872787281871,2480   ,敦陽科       
442,0.0005308872787281871,2481   ,強茂         
443,0.0005308872787281871,2482   ,連宇         
444,0.0005308872787281871,2483   ,百容         
445,0.0005308872787281871,2486   ,一詮         
446,0.0005308872787281871,2488   ,漢平         
447,0.0005308872787281871,2489   ,瑞軒         
448,0.0005308872787281871,2491   ,吉祥全       
449,0.0005308872787281871,2493   ,揚博         
450,0.0005308872787281871,2495   ,普安         
451,0.0005308872787281871,2497   ,怡利電       
452,0.0005308872787281871,2498   ,宏達電       
453,0.0005308872787281871,2499   ,東貝         
454,0.0005308872787281871,2501   ,國建         
455,0.0005308872787281871,2504   ,國產         
456,0.0005308872787281871,2505   ,國揚         
457,0.0005308872787281871,2506   ,太設         
458,0.0005308872787281871,2509   ,全坤建       
459,0.0005308872787281871,2511   ,太子         
460,0.0005308872787281871,2514   ,龍邦         
461,0.0005308872787281871,2515   ,中工         
462,0.0005308872787281871,25152  ,中工二       
463,0.0005308872787281871,2516   ,新建         
464,0.0005308872787281871,2520   ,冠德         
465,0.0005308872787281871,2524   ,京城         
466,0.0005308872787281871,2528   ,皇普         
467,0.0005308872787281871,2530   ,華建         
468,0.0005308872787281871,2534   ,宏盛         
469,0.0005308872787281871,2535   ,達欣工       
470,0.0005308872787281871,25352  ,達欣工二     
471,0.0005308872787281871,25353  ,達欣工三     
472,0.0005308872787281871,25354  ,達欣工四     
473,0.0005308872787281871,25355  ,達欣工五     
474,0.0005308872787281871,2536   ,宏普         
475,0.0005308872787281871,2539   ,櫻花建       
476,0.0005308872787281871,2540   ,愛山林       
477,0.0005308872787281871,2542   ,興富發       
478,0.0005308872787281871,25425  ,興富發五     
479,0.0005308872787281871,2543   ,皇昌         
480,0.0005308872787281871,2545   ,皇翔         
481,0.0005308872787281871,2548   ,華固         
482,0.0005308872787281871,2596   ,綠意         
483,0.0005308872787281871,2601   ,益航         
484,0.0005308872787281871,2603   ,長榮         
485,0.0005308872787281871,2605   ,新興         
486,0.0005308872787281871,2606   ,裕民         
487,0.0005308872787281871,2607   ,榮運         
488,0.0005308872787281871,2608   ,嘉里大榮     
489,0.0005308872787281871,2609   ,陽明         
490,0.0005308872787281871,26095  ,陽明五       
491,0.0005308872787281871,26106  ,華航六       
492,0.0005308872787281871,2611   ,志信         
493,0.0005308872787281871,2612   ,中航         
494,0.0005308872787281871,2613   ,中櫃         
495,0.0005308872787281871,2614   ,東森         
496,0.0005308872787281871,2615   ,萬海         
497,0.0005308872787281871,2616   ,山隆         
498,0.0005308872787281871,26163  ,山隆三       
499,0.0005308872787281871,2617   ,台航         
500,0.0005308872787281871,2618   ,長榮航       
501,0.0005308872787281871,26184  ,長榮航四     
502,0.0005308872787281871,2630   ,亞航         
503,0.0005308872787281871,26302  ,亞航二       
504,0.0005308872787281871,2634   ,漢翔         
505,0.0005308872787281871,2636   ,台驊投控     
506,0.0005308872787281871,26364  ,台驊投控四   
507,0.0005308872787281871,2637   ,慧洋-KY      
508,0.0005308872787281871,26372  ,慧洋二KY     
509,0.0005308872787281871,26373  ,慧洋三KY     
510,0.0005308872787281871,2640   ,大車隊       
511,0.0005308872787281871,2641   ,正德         
512,0.0005308872787281871,26413  ,正德三       
513,0.0005308872787281871,2642   ,宅配通       
514,0.0005308872787281871,2643   ,捷迅         
515,0.0005308872787281871,2701   ,萬企         
516,0.0005308872787281871,2702   ,華園         
517,0.0005308872787281871,2704   ,國賓         
518,0.0005308872787281871,2705   ,六福         
519,0.0005308872787281871,2706   ,第一店       
520,0.0005308872787281871,2707   ,晶華         
521,0.0005308872787281871,27072  ,晶華二       
522,0.0005308872787281871,2712   ,遠雄來       
523,0.0005308872787281871,2718   ,晶悅         
524,0.0005308872787281871,2719   ,燦星旅       
525,0.0005308872787281871,2721   ,楷捷-KY      
526,0.0005308872787281871,2722   ,夏都         
527,0.0005308872787281871,2724   ,富驛-KY      
528,0.0005308872787281871,2726   ,雅茗-KY      
529,0.0005308872787281871,2727   ,王品         
530,0.0005308872787281871,2729   ,瓦城         
531,0.0005308872787281871,27291  ,瓦城一       
532,0.0005308872787281871,2730   ,美麗信       
533,0.0005308872787281871,2731   ,雄獅         
534,0.0005308872787281871,27311  ,雄獅一       
535,0.0005308872787281871,2732   ,六角         
536,0.0005308872787281871,27322  ,六角二       
537,0.0005308872787281871,2736   ,高野         
538,0.0005308872787281871,2741   ,老四川       
539,0.0005308872787281871,2743   ,山富         
540,0.0005308872787281871,2745   ,五福         
541,0.0005308872787281871,2748   ,雲品         
542,0.0005308872787281871,27481  ,雲品一       
543,0.0005308872787281871,2753   ,八方雲集     
544,0.0005308872787281871,2812   ,台中銀       
545,0.0005308872787281871,2816   ,旺旺保       
546,0.0005308872787281871,2820   ,華票         
547,0.0005308872787281871,2834   ,臺企銀       
548,0.0005308872787281871,2838A  ,聯邦銀甲特   
549,0.0005308872787281871,2841   ,台開         
550,0.0005308872787281871,2845   ,遠東銀       
551,0.0005308872787281871,2849   ,安泰銀       
552,0.0005308872787281871,2850   ,新產         
